uke2_1_neu,uke2_2_neu,uke2_3_neu,recoded_uke2_4_neu,uke2_5_neu,recoded_uke2_6_neu,uke2_7_neu,recoded_uke2_8_neu,uke2_9_neu,age_group,q1,educ_rec,Parties,weight
3,3,3,3,3,1,3,NA,3,4,2,2,1,0.7501047691375413
NA,3,3,4,3,1,3,1,3,6,2,1,2,0.9893727415434993
3,4,3,4,4,3,4,2,4,3,2,3,6,1.0757546281842647
2,NA,3,2,3,1,1,3,4,2,1,3,NA,0.9963436607632691
4,4,4,4,4,3,4,3,4,3,2,3,3,1.0261561229249
1,1,1,2,1,1,2,3,1,4,1,3,NA,1.328282634776052
1,3,3,1,4,1,3,2,3,2,2,3,1,0.9717955195741328
3,3,4,2,3,2,3,2,3,2,2,3,NA,0.6519286510745985
2,3,3,4,1,2,2,1,2,1,2,3,5,1.1193316510431086
1,2,1,NA,1,1,1,1,1,3,2,2,5,0.7500167948387423
4,4,2,1,3,2,3,2,4,3,2,3,2,0.9100981204900912
3,4,3,4,4,3,3,2,4,4,1,3,2,1.1361107506308057
3,4,3,3,4,3,4,NA,3,5,1,2,3,0.7805073285313382
2,3,3,3,3,3,3,1,2,4,2,3,2,0.847789424103257
3,4,2,4,4,2,3,1,4,5,2,3,NA,1.2236442476927065
3,4,3,4,3,4,3,3,3,3,1,1,1,0.8151398912848556
3,2,3,1,4,2,3,4,3,2,1,3,3,0.8785379836168015
3,4,3,4,3,1,3,1,2,5,2,2,1,0.8375407387185514
4,4,4,4,4,3,4,1,4,6,2,3,3,0.9227613056792469
3,4,4,4,4,2,4,3,4,2,1,3,NA,1.0593860598345968
1,NA,1,NA,NA,1,NA,1,NA,5,2,3,3,1.0814600606110898
3,3,2,4,2,1,4,3,3,1,1,3,5,0.8175925898850597
2,3,2,4,4,1,2,1,3,2,1,3,2,1.1438916547337814
3,3,3,4,3,2,3,3,3,2,2,3,NA,1.0223928652143488
4,4,4,4,4,3,4,2,4,6,2,2,2,0.7594020317846605
4,4,4,4,4,3,4,1,4,5,1,3,6,0.8208583228580699
3,3,3,3,3,2,3,2,3,6,2,3,3,1.0315755081535758
2,2,2,3,3,1,2,3,3,4,1,2,5,1.675531753846108
4,4,3,4,4,3,3,1,4,1,1,3,3,0.9725409282618672
2,3,2,3,4,1,2,1,NA,5,1,2,1,0.5966648725417254
1,4,1,4,4,1,4,1,1,4,2,3,NA,1.0254604652085093
3,4,3,4,4,3,4,3,3,6,1,3,2,1.1246034685837336
4,4,4,4,4,4,4,3,4,5,1,2,6,0.5719072870135806
3,4,NA,4,3,2,2,2,4,5,1,3,NA,0.9440781318440647
1,2,1,NA,1,1,3,1,1,3,2,2,NA,0.8612395256042238
4,4,4,4,4,4,4,4,4,6,2,1,2,1.3587609116020853
2,4,4,4,2,1,3,1,2,5,2,3,4,0.9004755376934722
3,3,4,4,4,1,4,3,2,2,2,3,NA,1.3189370582202005
4,3,4,2,3,2,4,2,3,2,2,3,NA,0.6519286510745985
4,4,3,3,4,3,4,3,3,3,2,3,2,2.0680983027758684
1,1,1,4,1,1,3,1,1,4,2,2,4,0.8622047994081952
3,4,3,4,4,1,4,4,4,4,2,2,2,0.8301063871336258
2,NA,2,NA,NA,1,2,1,1,3,2,2,NA,1.225719391018144
3,4,3,2,2,1,4,3,2,1,1,3,NA,1.4332668344492945
2,3,2,NA,2,2,2,2,2,3,1,1,NA,1.127207773396996
2,3,2,3,3,1,3,1,3,5,2,1,5,0.8329142104161756
1,4,NA,4,4,1,4,2,2,4,2,2,NA,0.9038901763503417
4,3,3,2,3,2,3,2,4,1,2,3,NA,1.0168173667657046
4,3,3,2,3,1,4,2,2,2,2,3,2,0.7791460739860129
NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,6,1.06656768485202
4,4,4,4,4,3,4,4,4,5,2,2,2,0.9487207699298681
4,4,3,3,4,1,4,1,4,6,1,2,4,0.7600575128660214
NA,3,3,3,NA,1,NA,1,2,3,1,3,5,1.0468373385101262
1,1,1,NA,1,1,NA,1,1,2,2,2,4,0.8839784846510732
3,4,3,3,3,1,3,3,4,2,1,3,2,0.8522143816868962
3,3,3,2,3,1,3,2,4,2,2,3,NA,0.6519286510745985
1,1,2,1,1,1,2,4,2,2,1,3,4,0.7611119712585274
4,4,4,4,4,3,4,2,4,6,2,2,2,0.8474901468205484
4,4,4,4,4,4,4,1,4,6,1,3,3,0.7698266545739031
4,4,4,3,4,2,4,2,2,5,2,2,NA,1.109914942856641
4,4,3,4,4,4,4,4,NA,1,2,3,3,0.7052050483286911
3,4,4,4,4,3,4,3,3,2,2,3,3,0.8459520050119351
3,3,3,3,3,3,3,2,3,3,2,3,6,1.2989314160804477
4,3,4,4,4,3,4,2,4,1,1,3,NA,1.0902632395804128
3,4,3,3,3,1,3,NA,2,6,2,2,1,0.8477464610047225
3,3,3,2,3,1,3,2,3,3,1,3,6,0.9100220484098556
1,1,1,4,1,4,1,4,1,4,1,2,1,1.3791002899978912
1,2,1,4,2,1,1,1,1,4,1,2,NA,1.1092397854927658
3,3,3,1,3,2,3,2,4,2,1,2,6,1.1508495070937266
3,4,4,4,4,4,4,4,4,4,2,3,5,0.9211384093607563
NA,3,1,3,3,1,3,1,NA,4,2,1,NA,0.7336011314014126
4,4,4,1,4,1,4,1,4,2,1,3,2,1.3101943240459173
3,4,2,4,4,2,2,2,4,2,2,3,3,0.8432459921080531
2,3,2,3,3,1,NA,NA,NA,5,2,2,NA,0.7643857037917678
4,4,4,4,4,NA,4,2,4,3,2,2,2,1.6864493298617915
4,4,4,4,4,2,4,NA,4,6,1,1,2,1.086362839444376
4,4,4,4,4,4,4,3,4,5,2,2,NA,1.0060715206923292
2,3,1,NA,NA,1,3,1,NA,2,1,3,1,1.1839241646571945
3,3,NA,3,4,1,3,2,2,5,2,1,1,0.659542441939173
4,4,3,3,4,3,4,3,3,6,1,3,NA,0.9253326773505594
3,3,2,3,3,2,3,2,3,3,2,3,NA,1.0606365880418465
3,4,3,2,4,2,3,2,4,3,2,3,NA,1.0466904059819533
4,3,4,4,4,2,4,NA,3,5,2,2,1,0.8375407387185514
3,4,NA,3,3,1,4,1,3,5,2,2,1,1.0549862046918033
3,4,3,4,4,2,3,2,4,6,1,2,1,0.6456736242414473
3,3,3,2,3,1,3,3,3,6,1,2,1,0.8994925940476184
3,4,3,4,3,1,3,1,NA,3,2,2,1,0.5990661170941816
1,3,2,2,3,1,3,1,3,6,2,2,4,0.7195426160705981
3,3,2,4,1,2,3,2,3,4,1,3,5,1.0931821298079174
NA,3,NA,3,4,3,4,3,4,1,1,3,3,1.1459187132638853
4,4,4,4,4,1,4,4,4,4,1,2,5,0.7373432384476313
3,4,4,4,4,2,3,2,4,6,2,3,3,1.0849305127762185
2,4,3,4,3,1,1,1,NA,6,2,2,NA,0.9440112060656494
2,3,2,1,3,2,3,2,3,3,2,2,4,1.1285906532933594
3,3,3,3,3,2,3,2,3,5,1,3,5,0.7717211386986397
3,4,NA,4,4,1,4,NA,4,5,2,2,2,1.167504624533255
1,1,1,4,2,1,1,2,1,5,2,1,4,1.047988107936535
3,4,3,3,3,2,3,3,3,4,1,1,1,0.7317951680863961
3,4,3,4,4,2,4,1,3,4,2,2,2,0.8301063871336258
3,4,2,4,NA,3,4,NA,3,3,1,3,4,0.7143315607774384
3,3,3,3,3,3,3,3,3,6,1,3,1,0.903130482157869
4,4,4,1,4,1,4,NA,4,4,1,3,1,1.0266179197334817
4,3,1,2,1,2,2,3,NA,1,2,3,2,1.1799747369727307
2,4,NA,4,4,3,4,1,4,4,2,3,3,1.0700817782893535
NA,4,1,4,1,4,4,1,4,4,1,3,2,1.1361107506308057
1,3,2,3,3,2,3,2,4,4,1,1,NA,0.8643173650684823
3,4,4,3,4,1,4,1,NA,2,2,3,1,0.7216249189092976
2,4,2,4,3,3,4,2,3,6,1,3,6,1.090861149607763
4,4,4,4,4,2,4,3,4,4,1,2,1,0.7135516877924664
3,4,2,4,4,1,3,1,NA,4,2,3,1,0.8575904114878138
2,3,2,4,3,1,3,1,NA,4,2,3,1,1.6574877551494758
4,4,3,4,NA,3,4,3,4,3,1,1,5,1.0649049513178102
3,4,3,4,3,3,4,3,3,3,2,2,NA,0.9398068861123271
3,4,4,4,4,2,3,2,3,1,2,3,3,0.9879490817293622
1,3,1,3,1,1,NA,1,NA,4,2,3,4,1.158993431377889
3,4,3,4,3,2,3,2,3,5,2,2,1,1.0549862046918033
4,4,4,4,4,2,4,NA,3,3,2,2,2,1.0293018937425449
4,4,4,4,4,3,4,NA,4,6,1,3,1,1.1639609543470684
4,4,4,4,4,1,4,1,4,4,2,2,1,0.7501047691375413
NA,NA,NA,2,NA,NA,NA,2,NA,4,1,2,2,1.095190585645889
2,3,3,3,3,3,3,1,3,3,2,2,1,1.0618286202495002
1,3,1,3,2,1,3,1,1,6,1,2,4,1.182205740560034
4,4,3,4,4,2,4,2,4,6,1,2,2,0.761263688107921
1,1,1,4,1,1,1,1,1,6,1,2,4,0.721306557968298
4,4,4,4,4,2,4,3,1,3,2,2,1,0.6706230980745939
4,4,4,4,4,3,4,3,4,1,2,3,3,0.7894400647828325
2,2,2,3,3,2,3,1,3,5,2,2,NA,1.109914942856641
2,3,NA,3,2,1,3,2,3,4,1,2,NA,0.818591314466498
1,1,1,2,1,1,1,1,1,3,1,3,NA,1.1570412415751117
3,3,3,2,4,2,3,1,4,2,1,3,NA,1.0988382859508745
NA,3,3,3,3,2,2,2,3,6,2,2,2,0.7044903324602962
3,3,3,2,3,2,3,2,3,2,1,3,NA,0.9357112507743869
3,3,4,2,3,2,3,2,3,2,1,3,2,0.7791755560448201
2,3,1,4,NA,1,3,1,1,6,1,3,4,0.6684352264200911
1,1,1,1,1,1,1,1,1,5,2,1,NA,0.9158808900014945
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,1.1092397854927658
3,3,3,4,3,1,3,NA,NA,5,1,3,2,0.913859051313908
1,1,1,1,1,1,1,1,1,3,1,1,4,0.8615481736999012
3,4,3,4,4,2,4,NA,4,6,2,2,1,1.0549862046918033
2,3,2,NA,2,2,3,1,3,3,2,1,NA,0.8572431814096874
2,3,1,4,NA,2,3,1,NA,4,2,2,3,0.6680974737573812
3,4,3,4,4,2,4,2,4,6,2,3,3,0.9227613056792469
4,4,3,3,4,1,4,2,4,6,1,2,1,0.6456736242414473
2,1,3,2,3,1,4,1,2,1,1,3,5,0.819977838215615
3,3,3,2,3,2,3,2,3,2,1,3,5,0.6286498931015528
3,4,3,3,4,1,4,1,4,3,2,3,2,0.9100981204900912
1,3,1,1,1,1,2,1,3,5,2,2,4,0.7195426160705981
3,3,2,3,2,3,2,2,3,2,1,2,2,1.427276449009506
NA,3,2,4,4,3,3,1,NA,5,2,1,2,1.3587609116020853
4,4,4,4,4,2,4,3,4,6,2,1,1,0.659542441939173
3,3,3,2,3,2,3,2,3,3,1,1,1,0.6406738868668111
1,NA,2,1,1,1,4,1,3,2,2,3,4,0.7321847357630952
3,4,3,NA,3,2,4,1,4,6,1,1,2,1.086362839444376
2,4,3,4,3,3,4,3,2,4,1,2,2,0.8870378729505031
2,2,2,4,4,1,4,1,3,3,1,3,5,1.2308120891860088
3,3,3,3,3,1,3,2,3,4,1,3,1,1.2724544304360856
3,3,1,NA,NA,1,3,1,1,2,2,2,1,1.4060130710095422
1,1,1,NA,1,1,1,1,1,4,1,2,3,0.7472327348862406
3,3,3,3,4,2,4,4,3,2,1,3,2,1.1438916547337814
1,3,1,4,1,1,3,1,2,5,1,3,4,0.7482781776715978
4,4,4,4,4,1,4,NA,4,6,2,2,2,1.6755818631992305
4,4,3,3,2,2,NA,2,4,1,1,3,NA,1.106650537310947
1,1,1,4,1,1,1,1,1,5,1,1,4,0.6695342725586135
3,4,4,3,4,2,4,3,4,2,2,3,1,0.9394068378932983
3,4,4,4,4,1,4,NA,3,5,2,2,3,0.8732060002610542
4,2,2,1,4,2,4,1,3,2,2,2,5,1.4125759327876573
NA,2,4,1,2,2,3,2,2,4,1,3,2,1.3098256321421686
1,3,1,4,1,1,2,1,2,6,1,2,5,0.6263662865584535
4,4,3,3,4,3,4,4,4,3,1,3,3,0.8680647728642444
3,4,4,4,4,3,4,3,3,4,1,2,1,0.907863512367866
3,3,3,NA,3,1,3,1,NA,4,1,2,5,0.7373432384476313
4,3,3,3,2,2,3,2,2,1,2,3,4,0.8578294401910597
3,3,3,2,3,2,3,2,3,2,2,3,2,0.9389358019146463
3,3,3,4,3,2,3,2,3,3,2,3,3,0.7754830810481329
3,4,NA,4,4,1,4,3,4,3,2,3,5,0.973355472762425
4,4,4,4,4,4,4,4,4,6,1,2,2,1.1476309082072962
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,0.8433501000007806
3,4,3,3,4,3,4,3,3,4,2,3,2,1.119519421488521
3,3,3,4,4,1,4,2,4,3,1,3,1,0.7158083408237694
3,4,3,4,4,1,4,3,3,5,2,2,2,0.9995120959804981
NA,3,2,NA,3,1,3,1,3,1,1,3,1,1.5052528383793684
4,4,4,4,4,2,4,2,4,5,1,3,1,0.735127200714064
3,4,3,3,4,2,4,2,4,5,1,3,3,1.0761646384938737
3,3,3,2,4,1,3,2,3,1,1,3,2,1.2226107446487309
1,4,1,4,1,4,1,1,4,3,1,3,1,0.8706236866977559
3,4,3,3,4,2,4,3,4,1,1,3,3,0.8687686411066672
4,4,3,2,4,2,3,2,4,3,1,3,6,0.9227671341283259
3,4,4,3,3,1,3,2,4,3,1,2,3,1.3347672859040367
3,3,3,3,3,3,3,3,4,2,2,3,3,0.9914409078313573
3,3,4,3,4,1,4,2,4,2,1,3,3,0.8765610479987855
3,3,3,3,3,3,4,2,3,2,1,3,2,1.3101943240459173
3,3,3,1,3,2,3,2,3,1,1,3,1,1.0518833517755577
1,1,1,4,1,1,1,1,1,5,1,3,4,0.7938677362511936
4,3,3,3,2,2,3,2,2,1,2,3,5,1.3663226789069394
3,4,3,4,4,3,4,1,3,6,2,1,1,0.659542441939173
3,4,2,4,4,4,4,3,4,2,2,3,3,1.2447257419534636
3,4,4,4,4,2,3,NA,3,3,2,2,2,1.2241914594054568
NA,4,3,3,2,2,4,2,3,1,1,3,NA,1.003112532282766
3,4,3,1,4,2,4,2,3,5,1,3,1,1.0712934232139129
2,3,2,4,4,1,4,1,3,5,1,1,2,0.612907917125488
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,0.9540941861553175
3,3,3,3,4,2,3,1,3,1,2,3,1,0.8101110964767008
2,2,3,3,3,2,3,2,3,1,1,3,2,0.9965723997000697
3,3,3,3,3,2,4,NA,3,6,2,2,NA,1.1722974313133954
1,NA,1,NA,NA,2,3,NA,1,1,1,3,NA,1.5388786059148813
4,4,4,4,4,3,4,3,3,3,1,3,1,0.6614761334624489
3,4,4,4,4,3,4,2,2,5,1,2,2,1.1703667348196731
3,4,3,4,3,1,4,1,1,5,1,3,5,0.7717211386986397
1,3,2,3,2,1,3,1,1,3,2,2,2,1.0293018937425449
1,3,2,4,1,1,4,2,1,2,2,2,NA,0.7987027526112805
4,4,4,4,4,1,4,1,4,5,1,3,1,1.2162248463902596
4,4,4,3,4,2,4,NA,4,2,2,3,6,0.8868404761055535
3,4,3,4,3,2,3,1,1,2,2,2,3,1.0848321848080666
3,4,3,4,4,1,4,1,3,5,1,3,4,0.8797831270166997
2,3,3,3,3,1,2,2,3,4,1,3,5,0.81882377669755
4,4,3,4,4,3,4,3,4,4,1,2,2,1.4700284320285115
4,4,4,1,4,1,4,1,4,3,1,3,2,0.9634791203215423
3,4,3,4,4,2,4,NA,4,1,2,3,1,1.1626570309950308
2,3,1,4,1,1,3,1,3,5,1,2,1,0.7853202024632281
4,4,4,NA,4,3,4,NA,4,4,2,3,5,1.229778710449946
3,4,3,3,3,4,4,2,3,6,2,3,NA,0.8407955928311024
4,3,4,1,3,2,3,1,3,3,2,3,6,1.0314018138136285
4,4,4,3,4,4,4,NA,4,5,1,3,1,0.735127200714064
NA,NA,NA,NA,4,1,4,1,4,5,1,2,4,1.0613236155523045
4,4,3,3,4,2,4,2,4,4,2,3,1,1.2593139932778439
3,3,3,3,3,2,3,NA,3,4,1,1,6,0.8551112522564471
1,3,2,2,2,1,3,2,2,3,1,3,4,0.6733095377776115
4,3,3,4,3,1,4,NA,NA,6,2,2,3,1.149298952351451
4,4,2,1,4,1,1,4,2,1,1,3,5,0.819977838215615
2,3,1,2,3,2,3,1,1,3,1,2,4,1.3652456726502589
1,2,1,NA,1,1,1,1,1,5,2,2,2,1.4677164670428384
3,3,3,3,4,3,4,1,3,6,2,2,1,0.6962197208810882
3,4,3,4,4,2,4,1,4,5,1,2,NA,1.1126358733850927
2,3,1,4,1,1,2,1,1,4,2,2,4,1.0736613502854047
3,3,3,3,3,2,4,2,2,4,2,2,5,1.264682558434639
2,2,2,2,3,2,2,2,2,4,2,1,NA,0.6553242537370215
4,3,2,4,4,1,4,2,3,5,1,2,2,1.0019623765114627
3,3,3,NA,3,1,4,2,NA,3,2,1,4,0.8654947264126699
1,3,1,1,1,4,1,1,2,3,1,2,1,1.0420937114066406
4,4,2,4,4,3,4,4,2,2,1,3,1,0.951356061550885
2,4,2,4,3,2,3,1,3,5,2,1,NA,1.1604052899281434
4,2,3,3,3,1,2,NA,NA,3,1,3,5,0.899652400241603
1,3,3,4,4,1,4,1,2,2,2,2,NA,1.1597445054591022
3,NA,2,1,4,2,3,2,4,2,1,3,NA,0.960270109955363
4,4,4,3,4,1,4,2,4,1,1,3,3,0.9156687930225909
2,1,2,4,1,2,1,2,2,3,1,3,3,1.0206214254436272
3,4,3,3,4,2,3,2,3,5,1,2,1,1.2909357659039304
4,4,4,4,4,1,4,3,4,4,2,2,4,0.7259749124387463
4,4,3,1,4,NA,4,2,4,3,1,2,1,0.7480355345844303
2,2,3,2,2,2,3,2,2,1,1,2,4,1.1670701991282666
2,4,4,NA,4,NA,4,2,3,1,1,3,NA,1.003112532282766
3,3,3,4,4,1,4,3,3,1,1,2,NA,1.3104257865246363
3,2,4,2,1,NA,4,4,2,1,1,3,1,0.8452531273790628
4,4,4,4,4,3,4,2,4,2,2,3,3,0.9946224846371018
3,4,4,4,4,3,4,2,4,3,2,3,3,0.8199701494140851
3,4,3,3,1,2,4,2,4,4,1,2,3,0.9932092639215708
3,4,4,4,4,2,4,1,4,1,1,3,1,0.6977509878004621
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,0.9059905044083415
3,3,3,2,4,2,4,2,4,3,2,2,2,1.1522494848880784
1,NA,1,1,1,1,1,1,1,5,1,1,4,0.6310848299801837
3,4,3,NA,4,3,4,2,3,5,1,3,2,1.1246034685837336
2,3,1,NA,1,1,NA,1,3,1,2,2,NA,1.145559152914628
4,4,3,4,4,1,4,2,3,3,2,2,NA,1.115775259591959
1,3,1,3,2,1,4,1,1,4,1,3,5,1.077721990501221
2,3,3,3,3,1,3,1,3,6,2,1,NA,1.0986556283913123
1,2,1,1,3,1,2,1,2,4,2,1,4,0.7498486236105033
2,3,2,3,3,2,3,3,NA,3,2,2,1,1.2098196339980485
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,1.017392750772592
2,2,2,4,2,NA,3,3,2,3,2,2,2,1.6112600707641251
4,4,4,4,4,1,4,2,4,5,1,2,2,0.6308624043867319
3,3,3,2,3,1,4,2,3,1,1,2,NA,1.4456836636897075
3,4,3,3,3,2,4,3,4,5,1,2,2,1.1703667348196731
2,3,2,4,4,1,4,1,NA,4,2,2,6,1.184763753117369
1,NA,3,3,2,1,2,1,2,4,2,3,4,0.9857537228584933
4,4,4,4,4,4,4,2,4,4,1,3,3,1.023600511826167
3,3,3,3,3,3,4,2,4,1,2,3,3,0.9879490817293622
3,3,3,NA,3,1,3,2,3,4,1,NA,1,0.8758219374654368
2,4,1,NA,1,1,2,4,2,3,1,3,NA,1.2695287816762038
4,3,3,4,3,2,3,2,3,6,1,2,5,0.7011842059417798
4,4,3,4,4,3,4,2,4,6,2,2,5,0.9419592949424873
3,4,3,3,4,3,3,1,3,6,2,3,2,1.3177568071944128
3,4,3,4,4,3,4,2,4,6,1,1,4,0.8378923230132507
4,4,3,3,2,2,4,1,NA,3,2,2,2,1.0496934928364368
NA,3,2,4,3,1,3,1,NA,5,1,3,4,0.7091602773715548
1,3,1,3,1,1,3,2,1,4,1,1,NA,0.9468282165136266
1,2,1,NA,1,1,1,1,1,4,2,2,NA,0.9546930949480711
NA,NA,3,2,3,2,3,2,3,1,1,3,1,0.7810956349744437
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,0.9156687930225909
3,3,2,4,3,2,3,1,3,5,1,2,3,0.9206212014605464
3,3,3,4,4,2,3,3,3,3,1,2,4,1.164902824756962
4,4,3,4,3,3,4,2,3,4,2,3,3,1.0053426774308962
2,4,3,3,3,1,3,1,4,1,2,3,NA,1.1848187357038011
1,1,1,4,1,1,1,1,1,4,2,3,NA,0.7791168950589467
3,3,2,3,3,1,3,NA,3,4,1,2,5,0.798027612479212
1,2,1,NA,1,1,1,1,1,3,1,3,NA,1.1167483175261554
NA,4,2,4,3,3,4,2,4,4,2,1,NA,0.8669687626721752
3,3,3,3,4,2,3,NA,NA,4,1,1,NA,1.0584804462137896
3,3,3,4,3,1,3,2,3,4,1,2,2,1.0915970764320992
3,3,3,4,3,3,3,2,NA,2,1,3,5,0.7012003408906268
3,3,3,2,3,2,4,2,3,2,1,3,NA,0.9031259452515856
2,3,3,3,4,1,4,2,3,4,1,3,4,1.3874262230167733
4,4,4,3,4,1,4,1,4,4,1,3,5,0.81882377669755
3,4,3,3,4,2,4,NA,4,5,2,1,3,1.1376401145256498
4,4,4,3,4,4,4,1,3,2,1,3,1,1.445168136512186
4,4,4,4,4,2,4,3,3,6,2,3,1,1.0014984849335633
2,3,2,NA,2,1,3,2,NA,2,2,3,5,0.9113161054242007
1,3,1,NA,2,1,2,1,1,2,2,2,NA,1.1839935518005757
1,2,1,NA,NA,1,NA,1,1,6,2,3,4,0.9994322992039044
3,4,3,4,4,3,4,3,4,4,1,3,3,1.2034915436295792
4,4,4,1,4,1,4,1,4,3,1,2,1,0.6912571772214728
3,NA,4,1,1,1,3,2,2,1,2,3,3,0.8384721410856938
1,1,1,NA,1,1,1,1,1,3,1,2,4,0.703623346233501
4,4,3,4,4,1,4,1,4,3,1,1,2,0.8336070913962896
3,3,3,4,3,3,3,3,3,4,2,3,3,1.0700817782893535
4,4,4,4,4,3,4,NA,4,1,2,3,6,1.1150754539734404
2,3,1,4,3,2,3,3,3,4,2,2,NA,0.8528252114327741
3,4,3,3,3,1,3,1,NA,3,2,2,1,1.2098196339980485
3,3,4,2,3,2,3,2,3,2,1,2,6,1.1508495070937266
3,4,4,4,4,3,4,3,4,4,1,3,1,0.9123715857768951
4,4,3,4,4,4,4,3,4,2,1,3,1,0.7477354405847746
3,4,3,3,4,1,4,3,4,5,2,1,1,1.1387002319281894
3,4,4,4,4,1,4,3,4,2,1,3,NA,1.118928585209367
2,3,1,4,1,1,2,2,2,4,2,3,5,1.7399959306913653
3,4,3,4,3,2,4,2,4,1,2,3,3,0.786914821046205
3,4,4,3,4,2,4,2,3,6,2,2,2,0.9995120959804981
2,4,2,3,2,1,3,3,3,3,2,3,1,0.6994615404577657
4,4,4,4,4,3,4,2,4,6,2,1,NA,1.0926836734700058
3,3,4,3,3,2,4,NA,3,1,1,3,3,0.912739771571112
3,4,3,4,4,3,4,NA,4,6,2,2,1,0.7833997163773445
4,4,4,3,4,2,4,2,4,2,1,3,3,1.0915060268610892
4,4,4,4,3,3,3,2,3,5,1,3,1,0.686173910126174
1,1,1,3,1,2,1,1,1,3,1,2,4,0.703623346233501
3,3,3,NA,3,1,3,2,3,2,2,2,NA,0.876352627728011
2,2,1,NA,2,1,1,NA,1,2,2,3,NA,1.0883006750611457
4,4,4,4,4,2,4,3,4,6,1,3,1,0.8498246916303929
1,3,1,NA,2,1,1,1,3,6,2,1,1,0.7934185824826979
3,3,3,2,3,1,3,2,2,2,1,3,5,0.8465882115326928
4,4,4,4,4,3,4,NA,4,4,2,3,2,1.115846085168009
1,1,1,3,1,1,2,2,1,1,2,NA,1,1.1356603223257096
4,4,3,2,2,3,4,2,3,3,2,3,2,2.0680983027758684
1,3,2,3,2,1,2,1,3,4,2,3,3,1.1919259946249046
4,3,3,2,4,2,2,1,2,1,1,3,2,0.8258637185005381
4,4,4,4,4,2,4,4,4,3,2,3,2,1.7248006071000932
4,4,3,4,3,3,4,2,3,1,1,3,5,0.819977838215615
4,4,4,1,4,1,NA,2,4,2,2,2,2,1.0443851296116968
4,4,4,3,4,3,4,2,4,6,2,2,2,0.9487207699298681
3,4,3,4,2,3,4,3,4,3,2,3,3,0.8708984474897602
3,4,3,4,2,3,4,2,4,2,1,3,2,1.1476573163406254
NA,3,3,2,3,2,3,2,3,2,1,3,5,1.4056465105819769
3,4,2,3,4,2,4,2,NA,3,2,3,NA,1.2850123390834796
3,3,2,4,3,1,3,3,3,3,2,1,NA,0.8746057635788337
4,4,3,4,4,3,4,3,3,4,2,2,3,0.6659603780659852
3,3,3,4,4,2,3,2,3,6,2,1,1,0.8585882549274589
3,3,3,4,3,2,3,2,3,4,1,2,1,1.222598708256111
4,4,4,4,4,1,4,NA,4,6,2,1,3,0.9624264155186936
3,4,3,3,4,2,4,2,4,6,1,1,NA,0.7962191135611351
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,0.819977838215615
3,4,3,3,4,3,4,3,4,6,2,3,3,1.4420715068974714
2,3,2,4,2,2,3,4,3,3,2,3,2,1.4130072940090606
4,4,3,4,4,4,4,2,4,1,1,3,3,1.2170916575976498
3,3,3,3,3,2,3,1,3,6,2,2,2,0.7594020317846605
3,3,3,2,3,2,3,2,3,6,1,1,1,0.6199935242265623
4,4,4,1,4,1,4,1,4,4,1,2,2,1.0915970764320992
1,2,1,2,1,1,1,1,3,4,2,3,5,0.6840085353043112
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,0.8305228266534006
4,3,4,3,3,2,4,NA,4,3,1,2,3,1.1352539070608685
3,4,2,4,4,1,1,4,3,5,1,1,NA,0.7389834631053661
3,4,3,4,4,3,4,2,4,4,2,3,2,0.9490557951512695
4,4,4,4,4,3,4,1,3,4,1,2,4,0.9564814296150893
2,3,2,3,3,2,3,2,3,4,2,1,NA,0.7373792312093533
3,4,NA,3,3,1,4,1,4,4,1,3,NA,1.0017007214778362
4,4,3,4,4,1,4,NA,4,4,1,3,3,1.023600511826167
4,4,4,4,3,2,4,NA,NA,4,2,2,2,1.4331789365593353
4,4,4,4,4,3,4,2,3,2,2,3,3,0.8956199514136249
3,4,3,4,4,3,4,3,4,6,2,2,NA,0.8906796173607305
3,3,3,NA,3,1,3,2,3,3,2,1,NA,0.800950764064185
3,3,3,3,3,1,4,2,3,5,1,1,2,1.1845834025910191
4,4,4,4,4,3,4,4,4,5,2,1,1,1.044284104038363
3,4,3,4,4,3,4,2,3,1,1,3,3,0.9156687930225909
4,4,3,4,4,4,4,3,4,2,2,3,3,0.8459520050119351
1,4,3,4,4,1,3,3,2,2,2,2,1,1.1928943495565463
3,4,4,4,4,2,4,3,4,6,2,1,1,0.7754526715920562
4,4,4,4,4,2,4,4,4,6,2,2,NA,0.9440112060656494
4,4,4,4,4,4,4,4,4,6,2,3,2,1.1807891814857865
1,NA,2,1,NA,1,3,2,1,3,1,2,NA,1.326685631769248
3,3,4,3,4,2,4,NA,4,1,2,3,3,0.9281789440233047
2,3,NA,2,NA,2,3,1,NA,4,1,1,1,0.7487496093588074
3,4,1,3,1,1,1,2,2,1,1,3,NA,1.3391487865464695
3,3,1,4,1,1,1,1,1,4,1,3,2,0.8247013730171993
